departamento,municipio,codigo,arma,fecha,genero,edad_grupo,cantidad
ANTIOQUIA,AMAGÁ,5030000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,RIONEGRO,5615000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
ATLÁNTICO,MALAMBO,8433000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
CALDAS,SAN JOSÉ,17665000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
CAQUETÁ,CURILLO,18205000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
CAUCA,ARGELIA,19050000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
CAUCA,CAJIBÍO,19130000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
CESAR,PAILITAS,20517000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADOLESCENTES,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,5
CUNDINAMARCA,GUADUAS,25320000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
HUILA,ACEVEDO,41006000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
NARIÑO,PASTO (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,FEMENINO,ADULTOS,1
QUINDÍO,ARMENIA (CT),63001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADOLESCENTES,1
SANTANDER,OCAMONTE,68498000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADOLESCENTES,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,2
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,2
VALLE,EL CERRITO,76248000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,01/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,COPACABANA,5212000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,5
ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,01/01/2010,FEMENINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,3
BOLÍVAR,MOMPÓS,13468000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
CALDAS,MANIZALES (CT),17001000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
CAQUETÁ,FLORENCIA (CT),18001000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
CAUCA,BALBOA,19075000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,01/01/2010,FEMENINO,ADULTOS,2
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADOLESCENTES,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,6
GUAVIARE,CALAMAR,95015000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
HUILA,NEIVA (CT),41001000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
NARIÑO,LEIVA,52405000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
NARIÑO,TAMINANGO,52786000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
RISARALDA,DOSQUEBRADAS,66170000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
RISARALDA,LA VIRGINIA,66400000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
SUCRE,TOLÚ VIEJO,70823000,ARMA DE FUEGO,01/01/2010,FEMENINO,ADOLESCENTES,1
TOLIMA,FLANDES,73275000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,2
TOLIMA,IBAGUÉ (CT),73001000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADOLESCENTES,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,7
VALLE,CARTAGO,76147000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
VALLE,SEVILLA,76736000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADOLESCENTES,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,01/01/2010,MASCULINO,ADULTOS,1
BOLÍVAR,MARÍA LA BAJA,13442000,CORTANTES,01/01/2010,MASCULINO,ADULTOS,1
GUAJIRA,RIOHACHA (CT),44001000,CORTANTES,01/01/2010,MASCULINO,ADULTOS,1
BOLÍVAR,MAGANGUÉ,13430000,PUNZANTES,01/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,ARMA BLANCA / CORTOPUNZANTE,02/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,02/01/2010,MASCULINO,ADULTOS,1
CALDAS,MANIZALES (CT),17001000,ARMA BLANCA / CORTOPUNZANTE,02/01/2010,MASCULINO,ADULTOS,1
CAUCA,SUÁREZ,19780000,ARMA BLANCA / CORTOPUNZANTE,02/01/2010,MASCULINO,ADULTOS,1
PUTUMAYO,PUERTO GUZMÁN,86571000,ARMA BLANCA / CORTOPUNZANTE,02/01/2010,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,02/01/2010,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,02/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,5129000,ARMA DE FUEGO,02/01/2010,FEMENINO,ADULTOS,1
ANTIOQUIA,CALDAS,5129000,ARMA DE FUEGO,02/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,YARUMAL,5887000,ARMA DE FUEGO,02/01/2010,MASCULINO,ADULTOS,1
ATLÁNTICO,SOLEDAD,8758000,ARMA DE FUEGO,02/01/2010,MASCULINO,ADULTOS,1
CAQUETÁ,SOLANO,18756000,ARMA DE FUEGO,02/01/2010,MASCULINO,ADULTOS,1
CASANARE,PAZ DE ARIPORO,85250000,ARMA DE FUEGO,02/01/2010,MASCULINO,ADULTOS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,02/01/2010,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,02/01/2010,MASCULINO,ADULTOS,1
META,PUERTO GAITÁN,50568000,ARMA DE FUEGO,02/01/2010,MASCULINO,ADULTOS,1
NARIÑO,SAMANIEGO,52678000,ARMA DE FUEGO,02/01/2010,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,02/01/2010,MASCULINO,ADULTOS,2
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,02/01/2010,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,02/01/2010,MASCULINO,ADOLESCENTES,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,02/01/2010,MASCULINO,ADULTOS,3
VALLE,EL CERRITO,76248000,ARMA DE FUEGO,02/01/2010,MASCULINO,ADULTOS,2
VALLE,GUACARÍ,76318000,ARMA DE FUEGO,02/01/2010,FEMENINO,ADULTOS,1
VALLE,ROLDANILLO,76622000,ARMA DE FUEGO,02/01/2010,MASCULINO,ADULTOS,2
VALLE,TRUJILLO,76828000,ARMA DE FUEGO,02/01/2010,FEMENINO,ADULTOS,1
VALLE,TRUJILLO,76828000,ARMA DE FUEGO,02/01/2010,MASCULINO,ADULTOS,1
CHOCÓ,BAGADÓ,27073000,CONTUNDENTES,02/01/2010,MASCULINO,ADULTOS,1
PUTUMAYO,SIBUNDOY,86749000,CONTUNDENTES,02/01/2010,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,03/01/2010,MASCULINO,ADULTOS,1
CÓRDOBA,CIÉNAGA DE ORO,23189000,ARMA BLANCA / CORTOPUNZANTE,03/01/2010,MASCULINO,ADULTOS,1
HUILA,GARZÓN,41298000,ARMA BLANCA / CORTOPUNZANTE,03/01/2010,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA BLANCA / CORTOPUNZANTE,03/01/2010,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,03/01/2010,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,03/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,AMAGÁ,5030000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,CONCORDIA,5209000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,3
ARAUCA,ARAUQUITA,81065000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,1
CALDAS,CHINCHINÁ,17174000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,1
NARIÑO,GUAITARILLA,52320000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,1
QUINDÍO,SALENTO,63690000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADOLESCENTES,2
VALLE,CALI (CT),76001000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,5
VALLE,GUADALAJARA DE BUGA,76111000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,2
VALLE,ROLDANILLO,76622000,ARMA DE FUEGO,03/01/2010,FEMENINO,ADULTOS,1
VALLE,ROLDANILLO,76622000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,2
VALLE,TULUÁ,76834000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,1
VALLE,ULLOA,76845000,ARMA DE FUEGO,03/01/2010,MASCULINO,ADULTOS,1
PUTUMAYO,PUERTO GUZMÁN,86571000,CONTUNDENTES,03/01/2010,MASCULINO,ADULTOS,1
CAUCA,SUÁREZ,19780000,ARMA BLANCA / CORTOPUNZANTE,04/01/2010,MASCULINO,ADULTOS,1
CESAR,SAN ALBERTO,20710000,ARMA BLANCA / CORTOPUNZANTE,04/01/2010,FEMENINO,ADOLESCENTES,1
VALLE,TULUÁ,76834000,ARMA BLANCA / CORTOPUNZANTE,04/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,ABEJORRAL,5002000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,BETULIA,5093000,ARMA DE FUEGO,04/01/2010,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,04/01/2010,FEMENINO,ADOLESCENTES,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,4
ARAUCA,SARAVENA,81736000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,1
BOLÍVAR,ZAMBRANO,13894000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,1
CHOCÓ,BAHÍA SOLANO,27075000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,1
CÓRDOBA,TIERRALTA,23807000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,4
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,1
QUINDÍO,SALENTO,63690000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,1
RISARALDA,DOSQUEBRADAS,66170000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,2
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,4
VALLE,CANDELARIA,76130000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,1
VALLE,LA UNIÓN,76400000,ARMA DE FUEGO,04/01/2010,MASCULINO,ADULTOS,1
VALLE,BUGALAGRANDE,76113000,CONTUNDENTES,04/01/2010,FEMENINO,ADOLESCENTES,1
NARIÑO,TÚQUERRES,52838000,PUNZANTES,04/01/2010,MASCULINO,ADULTOS,1
BOYACÁ,AQUITANIA,15047000,ARMA BLANCA / CORTOPUNZANTE,05/01/2010,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,05/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,CÁCERES,5120000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,2
ANTIOQUIA,CAREPA,5147000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,CISNEROS,5190000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,2
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,3
ANTIOQUIA,SABANETA,5631000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,ZARAGOZA,5895000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
BOLÍVAR,MAGANGUÉ,13430000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
CASANARE,HATO COROZAL,85125000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,05/01/2010,FEMENINO,ADOLESCENTES,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADOLESCENTES,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
CHOCÓ,TADÓ,27787000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
CÓRDOBA,CERETÉ,23162000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
CÓRDOBA,MONTERÍA (CT),23001000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,4
GUAVIARE,MIRAFLORES,95200000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
MAGDALENA,FUNDACIÓN,47288000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
SUCRE,COVEÑAS,70221000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
SUCRE,SAN MARCOS,70708000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,05/01/2010,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
VALLE,ROLDANILLO,76622000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
VALLE,YUMBO,76892000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
VALLE,ZARZAL,76895000,ARMA DE FUEGO,05/01/2010,MASCULINO,ADULTOS,1
PUTUMAYO,MOCOA (CT),86001000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,05/01/2010,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,06/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,06/01/2010,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,5
ANTIOQUIA,SOPETRÁN,5761000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,5837000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,ZARAGOZA,5895000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,2
ARAUCA,TAME,81794000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,2
BOLÍVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,1
CALDAS,FILADELFIA,17272000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,1
CALDAS,LA DORADA,17380000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,1
CALDAS,MANIZALES (CT),17001000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,1
CÓRDOBA,MOÑITOS,23500000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,1
CÓRDOBA,PURÍSIMA,23586000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,2
MAGDALENA,CIÉNAGA,47189000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,1
NARIÑO,LA UNIÓN,52399000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,PUERTO SANTANDER,54553000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,2
VALLE,PALMIRA,76520000,ARMA DE FUEGO,06/01/2010,MASCULINO,ADULTOS,2
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,06/01/2010,MASCULINO,ADULTOS,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,MINA ANTIPERSONA,06/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,5148000,ARMA BLANCA / CORTOPUNZANTE,07/01/2010,MASCULINO,ADULTOS,1
CAUCA,PUERTO TEJADA,19573000,ARMA BLANCA / CORTOPUNZANTE,07/01/2010,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,07/01/2010,MASCULINO,ADULTOS,1
HUILA,PITAL,41548000,ARMA BLANCA / CORTOPUNZANTE,07/01/2010,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CACHIRÁ,54128000,ARMA BLANCA / CORTOPUNZANTE,07/01/2010,MASCULINO,ADULTOS,1
PUTUMAYO,ORITO,86320000,ARMA BLANCA / CORTOPUNZANTE,07/01/2010,MASCULINO,ADULTOS,1
SANTANDER,PUERTO WILCHES,68575000,ARMA BLANCA / CORTOPUNZANTE,07/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,APARTADÓ,5045000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,2
ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,5360000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRÍO,5579000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADOLESCENTES,1
CHOCÓ,RIOSUCIO,27615000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
CÓRDOBA,PLANETA RICA,23555000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
CÓRDOBA,SAN ANTERO,23672000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,07/01/2010,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
GUAVIARE,MIRAFLORES,95200000,ARMA DE FUEGO,07/01/2010,FEMENINO,ADULTOS,1
HUILA,GARZÓN,41298000,ARMA DE FUEGO,07/01/2010,FEMENINO,ADOLESCENTES,1
MAGDALENA,EL RETÉN,47268000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
NARIÑO,RICAURTE,52612000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADOLESCENTES,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,LA ESPERANZA,54385000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADOLESCENTES,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,2
VALLE,CALI (CT),76001000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,3
VALLE,CARTAGO,76147000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
VALLE,GUADALAJARA DE BUGA,76111000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
VALLE,YOTOCO,76890000,ARMA DE FUEGO,07/01/2010,MASCULINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,CONTUNDENTES,07/01/2010,MASCULINO,ADULTOS,1
CESAR,AGUSTÍN CODAZZI,20013000,CONTUNDENTES,07/01/2010,MASCULINO,ADULTOS,1
CUNDINAMARCA,AGUA DE DIOS,25001000,CUERDA/SOGA/CADENA,07/01/2010,MASCULINO,ADOLESCENTES,1
NARIÑO,CUASPUD,52224000,PUNZANTES,07/01/2010,MASCULINO,ADULTOS,1
