departamento,municipio,codigo,arma,fecha,genero,edad_grupo,cantidad
VALLE,SEVILLA,76736000,ARMA DE FUEGO,24/03/2013,MASCULINO,ADULTOS,1
CAQUETÁ,EL DONCELLO,18247000,CONTUNDENTES,24/03/2013,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,24/03/2013,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,VILLA DEL ROSARIO,54874000,CONTUNDENTES,24/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,CUERDA/SOGA/CADENA,24/03/2013,MASCULINO,ADULTOS,1
VALLE,ANSERMANUEVO,76041000,CUERDA/SOGA/CADENA,24/03/2013,MASCULINO,ADULTOS,1
CALDAS,PÁCORA,17513000,ARMA BLANCA / CORTOPUNZANTE,25/03/2013,FEMENINO,ADULTOS,1
CAUCA,TOTORÓ,19824000,ARMA BLANCA / CORTOPUNZANTE,25/03/2013,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,25/03/2013,MASCULINO,ADULTOS,1
CUNDINAMARCA,FUNZA,25286000,ARMA BLANCA / CORTOPUNZANTE,25/03/2013,MASCULINO,ADULTOS,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA BLANCA / CORTOPUNZANTE,25/03/2013,MASCULINO,ADOLESCENTES,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA BLANCA / CORTOPUNZANTE,25/03/2013,FEMENINO,ADOLESCENTES,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,25/03/2013,MASCULINO,ADOLESCENTES,1
VALLE,PRADERA,76563000,ARMA BLANCA / CORTOPUNZANTE,25/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,ANGELÓPOLIS,5036000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,EL BAGRE,5250000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,EL CARMEN DE VIBORAL,5148000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,LA ESTRELLA,5380000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,5837000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
CAUCA,POPAYÁN (CT),19001000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
CESAR,AGUACHICA,20011000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
CHOCÓ,MEDIO SAN JUAN,27450000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
CÓRDOBA,MONTERÍA (CT),23001000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
CÓRDOBA,TIERRALTA,23807000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADOLESCENTES,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,3
CUNDINAMARCA,SAN BERNARDO,25649000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
GUAJIRA,HATONUEVO,44378000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
HUILA,ALGECIRAS,41020000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
META,CASTILLA LA NUEVA,50150000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
META,GUAMAL,50318000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,2
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,2
PUTUMAYO,ORITO,86320000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
PUTUMAYO,PUERTO ASÍS,86568000,ARMA DE FUEGO,25/03/2013,FEMENINO,ADULTOS,1
QUINDÍO,ARMENIA (CT),63001000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
TOLIMA,FLANDES,73275000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
VALLE,CANDELARIA,76130000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
VALLE,CARTAGO,76147000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
VALLE,DAGUA,76233000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
VALLE,EL ÁGUILA,76243000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
VALLE,EL CERRITO,76248000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
VALLE,YUMBO,76892000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
VALLE,ZARZAL,76895000,ARMA DE FUEGO,25/03/2013,MASCULINO,ADULTOS,1
NARIÑO,IPIALES,52356000,CONTUNDENTES,25/03/2013,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,CONTUNDENTES,25/03/2013,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,CONTUNDENTES,25/03/2013,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,TEORAMA,54800000,MINA ANTIPERSONA,25/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,26/03/2013,MASCULINO,ADULTOS,1
CAQUETÁ,CARTAGENA DEL CHAIRÁ,18150000,ARMA BLANCA / CORTOPUNZANTE,26/03/2013,MASCULINO,ADULTOS,1
CAQUETÁ,EL DONCELLO,18247000,ARMA BLANCA / CORTOPUNZANTE,26/03/2013,MASCULINO,ADULTOS,1
CHOCÓ,MEDIO SAN JUAN,27450000,ARMA BLANCA / CORTOPUNZANTE,26/03/2013,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA BLANCA / CORTOPUNZANTE,26/03/2013,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,26/03/2013,MASCULINO,ADOLESCENTES,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,26/03/2013,MASCULINO,ADULTOS,1
ATLÁNTICO,BARANOA,8078000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
BOLÍVAR,VILLANUEVA,13873000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
CALDAS,AGUADAS,17013000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
CHOCÓ,CARMEN DEL DARIEN,27150000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),95001000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,2
META,VILLAVICENCIO (CT),50001000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,TOLEDO,54820000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
QUINDÍO,CIRCASIA,63190000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
TOLIMA,HERVEO,73347000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,6
VALLE,GUADALAJARA DE BUGA,76111000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
VALLE,SEVILLA,76736000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,26/03/2013,MASCULINO,ADULTOS,1
PUTUMAYO,SAN FRANCISCO,86755000,CONTUNDENTES,26/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,LA UNIÓN,5400000,ARMA BLANCA / CORTOPUNZANTE,27/03/2013,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,27/03/2013,MASCULINO,ADULTOS,1
BOLÍVAR,ARJONA,13052000,ARMA BLANCA / CORTOPUNZANTE,27/03/2013,MASCULINO,ADULTOS,1
HUILA,NEIVA (CT),41001000,ARMA BLANCA / CORTOPUNZANTE,27/03/2013,MASCULINO,ADULTOS,1
MAGDALENA,GUAMAL,47318000,ARMA BLANCA / CORTOPUNZANTE,27/03/2013,FEMENINO,ADULTOS,1
PUTUMAYO,VALLE DEL GUAMUEZ,86865000,ARMA BLANCA / CORTOPUNZANTE,27/03/2013,FEMENINO,ADULTOS,2
ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,SEGOVIA,5736000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
ATLÁNTICO,MALAMBO,8433000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
ATLÁNTICO,SOLEDAD,8758000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
CAQUETÁ,FLORENCIA (CT),18001000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADOLESCENTES,1
CÓRDOBA,TIERRALTA,23807000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,3
CUNDINAMARCA,TOCANCIPÁ,25817000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
NARIÑO,BARBACOAS,52079000,ARMA DE FUEGO,27/03/2013,FEMENINO,ADULTOS,1
NARIÑO,BARBACOAS,52079000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,2
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADOLESCENTES,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
VALLE,GUACARÍ,76318000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADOLESCENTES,1
VALLE,TULUÁ,76834000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
VALLE,YUMBO,76892000,ARMA DE FUEGO,27/03/2013,MASCULINO,ADULTOS,1
MAGDALENA,EL BANCO,47245000,ARMA BLANCA / CORTOPUNZANTE,28/03/2013,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,28/03/2013,MASCULINO,ADULTOS,1
VALLE,FLORIDA,76275000,ARMA BLANCA / CORTOPUNZANTE,28/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,CÁCERES,5120000,ARMA DE FUEGO,28/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,CAUCASIA,5154000,ARMA DE FUEGO,28/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,28/03/2013,MASCULINO,ADULTOS,2
ATLÁNTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,28/03/2013,MASCULINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,28/03/2013,MASCULINO,ADOLESCENTES,1
CAQUETÁ,SOLITA,18785000,ARMA DE FUEGO,28/03/2013,MASCULINO,ADOLESCENTES,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,28/03/2013,MASCULINO,ADULTOS,3
META,PUERTO LÓPEZ,50573000,ARMA DE FUEGO,28/03/2013,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,28/03/2013,MASCULINO,ADULTOS,2
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,28/03/2013,MASCULINO,ADULTOS,2
QUINDÍO,CALARCA,63130000,ARMA DE FUEGO,28/03/2013,MASCULINO,ADULTOS,2
VALLE,BOLÍVAR,76100000,ARMA DE FUEGO,28/03/2013,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,28/03/2013,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,28/03/2013,MASCULINO,ADULTOS,2
VALLE,PALMIRA,76520000,ARMA DE FUEGO,28/03/2013,MASCULINO,ADULTOS,1
VALLE,YUMBO,76892000,ARMA DE FUEGO,28/03/2013,FEMENINO,ADOLESCENTES,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,CONTUNDENTES,28/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,TARAZÁ,5790000,ARMA BLANCA / CORTOPUNZANTE,29/03/2013,MASCULINO,ADULTOS,1
BOLÍVAR,CARTAGENA (CT),13001000,ARMA BLANCA / CORTOPUNZANTE,29/03/2013,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,29/03/2013,MASCULINO,ADULTOS,1
NARIÑO,MALLAMA,52435000,ARMA BLANCA / CORTOPUNZANTE,29/03/2013,MASCULINO,ADULTOS,1
CAUCA,PIENDAMÓ,19548000,ARMA DE FUEGO,29/03/2013,MASCULINO,ADULTOS,1
CÓRDOBA,MONTELÍBANO,23466000,ARMA DE FUEGO,29/03/2013,MASCULINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,29/03/2013,MASCULINO,ADULTOS,1
META,PUERTO RICO,50590000,ARMA DE FUEGO,29/03/2013,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CONVENCIÓN,54206000,ARMA DE FUEGO,29/03/2013,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,CÚCUTA (CT),54001000,ARMA DE FUEGO,29/03/2013,MASCULINO,ADULTOS,1
PUTUMAYO,PUERTO CAICEDO,86569000,ARMA DE FUEGO,29/03/2013,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,29/03/2013,MASCULINO,ADULTOS,1
VALLE,EL CERRITO,76248000,ARMA DE FUEGO,29/03/2013,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,29/03/2013,MASCULINO,ADOLESCENTES,1
GUAJIRA,BARRANCAS,44078000,CONTUNDENTES,29/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,30/03/2013,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,30/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,VALDIVIA,5854000,ARMA BLANCA / CORTOPUNZANTE,30/03/2013,MASCULINO,ADULTOS,1
BOYACÁ,VENTAQUEMADA,15861000,ARMA BLANCA / CORTOPUNZANTE,30/03/2013,MASCULINO,ADULTOS,1
CALDAS,LA MERCED,17388000,ARMA BLANCA / CORTOPUNZANTE,30/03/2013,MASCULINO,ADULTOS,1
CAUCA,BUENOS AIRES,19110000,ARMA BLANCA / CORTOPUNZANTE,30/03/2013,FEMENINO,ADULTOS,1
CHOCÓ,RIOSUCIO,27615000,ARMA BLANCA / CORTOPUNZANTE,30/03/2013,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,30/03/2013,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,30/03/2013,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA BLANCA / CORTOPUNZANTE,30/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,3
ANTIOQUIA,GÓMEZ PLATA,5310000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
CAQUETÁ,FLORENCIA (CT),18001000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,2
CASANARE,VILLANUEVA,85440000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
CAUCA,ARGELIA,19050000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
CAUCA,CALDONO,19137000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
CUNDINAMARCA,APULO,25599000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,3
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
GUAJIRA,DIBULLA,44090000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
GUAJIRA,MANAURE,44560000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
MAGDALENA,SANTA MARTA (CT),47001000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
META,FUENTE DE ORO,50287000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
NARIÑO,POLICARPA,52540000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
QUINDÍO,CIRCASIA,63190000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
TOLIMA,IBAGUÉ (CT),73001000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADOLESCENTES,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,4
VALLE,FLORIDA,76275000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,1
VALLE,ROLDANILLO,76622000,ARMA DE FUEGO,30/03/2013,MASCULINO,ADULTOS,2
SUCRE,SINCELEJO (CT),70001000,COMBUSTIBLE,30/03/2013,MASCULINO,ADOLESCENTES,1
BOLÍVAR,TURBACO,13836000,CORTANTES,30/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,ITAGUI,5360000,ARMA BLANCA / CORTOPUNZANTE,31/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,31/03/2013,MASCULINO,ADULTOS,1
ATLÁNTICO,MALAMBO,8433000,ARMA BLANCA / CORTOPUNZANTE,31/03/2013,MASCULINO,ADULTOS,1
META,PUERTO LÓPEZ,50573000,ARMA BLANCA / CORTOPUNZANTE,31/03/2013,FEMENINO,ADOLESCENTES,1
NARIÑO,PASTO (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,31/03/2013,MASCULINO,ADULTOS,1
QUINDÍO,ARMENIA (CT),63001000,ARMA BLANCA / CORTOPUNZANTE,31/03/2013,MASCULINO,ADOLESCENTES,1
VALLE,BUGALAGRANDE,76113000,ARMA BLANCA / CORTOPUNZANTE,31/03/2013,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,31/03/2013,MASCULINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA BLANCA / CORTOPUNZANTE,31/03/2013,MASCULINO,ADULTOS,1
VALLE,YUMBO,76892000,ARMA BLANCA / CORTOPUNZANTE,31/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,5129000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,CAREPA,5147000,ARMA DE FUEGO,31/03/2013,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,2
ANTIOQUIA,YARUMAL,5887000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,1
CALDAS,MANIZALES (CT),17001000,ARMA DE FUEGO,31/03/2013,FEMENINO,ADULTOS,1
CAQUETÁ,LA MONTAÑITA,18410000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,1
CAQUETÁ,MORELIA,18479000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,3
CAQUETÁ,SAN VICENTE DEL CAGUÁN,18753000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,1
CAUCA,GUACHENÉ,19300000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,1
CÓRDOBA,SAN ANTERO,23672000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,3
NORTE DE SANTANDER,TIBÚ,54810000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,1
RISARALDA,DOSQUEBRADAS,66170000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADOLESCENTES,1
RISARALDA,PEREIRA (CT),66001000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,2
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADOLESCENTES,1
SANTANDER,GIRÓN,68307000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,2
SANTANDER,SAN VICENTE DE CHUCURÍ,68689000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,5
VALLE,GUADALAJARA DE BUGA,76111000,ARMA DE FUEGO,31/03/2013,FEMENINO,ADULTOS,1
VALLE,JAMUNDÍ,76364000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,1
VALLE,TORO,76823000,ARMA DE FUEGO,31/03/2013,MASCULINO,ADULTOS,1
ATLÁNTICO,BARRANQUILLA (CT),8001000,CONTUNDENTES,31/03/2013,MASCULINO,ADULTOS,1
GUAJIRA,BARRANCAS,44078000,CONTUNDENTES,31/03/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,URRAO,5847000,ARMA BLANCA / CORTOPUNZANTE,01/04/2013,FEMENINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA BLANCA / CORTOPUNZANTE,01/04/2013,MASCULINO,ADULTOS,1
CHOCÓ,BAJO BAUDÓ,27077000,ARMA BLANCA / CORTOPUNZANTE,01/04/2013,MASCULINO,ADULTOS,1
GUAJIRA,RIOHACHA (CT),44001000,ARMA BLANCA / CORTOPUNZANTE,01/04/2013,MASCULINO,ADULTOS,1
META,VILLAVICENCIO (CT),50001000,ARMA BLANCA / CORTOPUNZANTE,01/04/2013,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,01/04/2013,MASCULINO,ADULTOS,2
ANTIOQUIA,ITAGUI,5360000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,ITUANGO,5361000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADOLESCENTES,1
ANTIOQUIA,MEDELLÍN (CT),5001000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,6
ANTIOQUIA,NECOCLÍ,5490000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,1
ANTIOQUIA,SANTA ROSA DE OSOS,5686000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTÁ D.C. (CT),11001000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,1
CUNDINAMARCA,FUSAGASUGÁ,25290000,ARMA DE FUEGO,01/04/2013,FEMENINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,1
NARIÑO,LEIVA,52405000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,1
NARIÑO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,LA ESPERANZA,54385000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,1
QUINDÍO,CIRCASIA,63190000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,4
VALLE,EL CERRITO,76248000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,1
VALLE,PALMIRA,76520000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,1
VALLE,RIOFRÍO,76616000,ARMA DE FUEGO,01/04/2013,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,CONTUNDENTES,01/04/2013,MASCULINO,ADULTOS,1
